details,etat,marque,prix,adresse,image_lien
Oppo Reno12 FS 512Go,Neuf,Oppo,290 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa3af0f938dd1f4158e9c7d6e01a9975/-/horizon-files-prod/ed/picture/qngpvp79/b2d3adba2255421648a2a523fc7ff35b3ab1679a.jpg
iPhone 16 Pro,Neuf,iPhone,720 000,Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/254c0c99eb90e167b95c3547ba2a5883/-/horizon-files-prod/ed/picture/qj4qder5/17fc41e80c160325efa3d89b724e3495ee1b823a.jpg
iPhone XR,Neuf,iPhone,135 000,Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b531e1bce29797ff89c0b6148d0d3960/-/horizon-files-prod/ed/picture/qm5gj8wm/cc573b36b716ec05378e1662e906dcf380f22ba5.jpg
16pro max 512G,Neuf,iPhone,880 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3c7374258d3acc74ce4dd482b3c9e24/-/horizon-files-prod/ed/picture/qxjp9qv0/cd62bc01cbd848c9a7479e04e9171f2c0dfccaed.jpg
iPhone 12 scellé,Neuf,iPhone,260 000,Sicap Liberté Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/814d1b575ca38d0cab3a8570f3bbd1ff/-/horizon-files-prod/ed/picture/qm5gjzx2/87bc90f8c5cd6e88cf563d63e2207ff579a3c093.jpg
Redmi 13C 256GB,Neuf,REDMI,75 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17608f33c238b01af3f7e2887c8207f4/-/horizon-files-prod/ed/picture/q0g7w4dk/08f3977742cc3ed1070002a91c3a25ac5c311b67.jpg
Samsung a 55 256GB,Neuf,Samsung,230 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61bc518f6d697f3b09685cfe3c461947/-/horizon-files-prod/ed/picture/qkr8k588/743539add734aacc3bac4771f7356f3c3a00ba86.jpg
Samsung s24 ultra 256GB scellé,Neuf,Samsung,620 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28f9d07659174c24d695a279ca1fb080/-/horizon-files-prod/ed/picture/qgqwr5ze/ef0fd9e9d2036d35562b1c0477057086058371e7.jpg
16 pro max tous les couleurs sim physique,Neuf,iPhone,800 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e71b7b24ef16ca9713bf617812f8e17/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/q6xdme47/a91917d5ca683be439b3a2bcef32db6bb74ce076.jpg
Huawei p30 pro 256go ram 8go,Neuf,Huawei,149 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f1e17e778f1dab399ad04d9d0e306265/-/horizon-files-prod/ed/picture/qm5g7m4w/9e23694b27d9fb15213a0793fed2042340a60a51.jpg
Samsung Fold 5 512GB,Neuf,Samsung,625 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a51b757890dc0416fd0a2f627b74c6b/-/horizon-files-prod/ed/picture/q0g76p58/8f2e1b9ffa0966c15e693d5c87fad6856b147500.jpg
iPhone 13 Pro Max 128go et 256go,Neuf,iPhone,460 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec1d324da29df39d36cc082f9f22f5be/-/horizon-files-prod/ed/picture/qj4rn8z6/b1123b7694141e70a70b6026edf225d168d7c4a8.jpg
iPhone 16pro Max sim physique 512GB,Neuf,iPhone,1 000 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6d7dc9293211d52e0945aba8a77d8d6/-/horizon-files-prod/ed/picture/qq42nq26/c5720550e8b9819746e1b164432e5e2a32139dea.jpg
Samsung Galaxy Fold 6,Neuf,Samsung,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e5072836f199d9d60e52171815ccafb/-/horizon-files-prod/ed/picture/q0g76p7k/fe62d7b2ce6f46a976f5f6d2b92d775c3050e101.jpg
Samsung galaxy A55 5G 128GB 8GB ram,Neuf,Samsung,190 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b2291995da419a5ecbe4b503c0ee0b1/-/horizon-files-prod/ed/picture/qm5gq4gw/0712268d258c4584428de341a3b55d4e4b97b2b8.jpg
iPhone 15promax,Neuf,iPhone,735 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aaf6af8e1c420c0360794447a0256e3c/-/horizon-files-prod/ed/picture/q2j094e2/7b77cd7d5f675b16e827f212f836b6ccf7254c03.jpg
iPhone 16 pro max esim,Neuf,Autres,750 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50c35fc0369ae7f90c7f6a473a9af9af/-/horizon-files-prod/ed/picture/q56dq7xp/8c521a01c7594384eecde1dde67e9b86f1c63478.jpg
Huawei Mate XT 512giga Ram16 Scellè neuf,Neuf,Huawei,2 999 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/507eba1ef69c9e9d72e0b95e59d8078c/-/horizon-files-prod/ed/picture/qv4wvnmx/359058f22e19df65fd025f1d3a41fbcc426d1916.jpg
iPhone 13simple 128go,Neuf,iPhone,260 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/384fc81f724415e65f400c8920cfe4a8/-/horizon-files-prod/ed/picture/qpd6zx6w/1529009116fb6910b0d577807d8832c2bffa427b.jpg
IPHONE 12 Pro 128G,Neuf,iPhone,250 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c81efc04b4983bda52413089ca9b5fc5/-/horizon-files-prod/ed/picture/q9mjwrjx/69f71dce90e8bdae1df3df052745c21702cc2c10.jpg
IPHONE 12 SIMPLE 128GB AUTHENTIK,Neuf,iPhone,"195 000

285 000

Économisez31.6%",Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c0575ab324daba30fe91d218bd4fbd9/-/horizon-files-prod/ed/picture/qq4d5pdn/0949fa5a206f7e002fde70fd43d6ecadbbb94d6b.jpg
IPHONE 13 Pro 128G / IPHONE 13 PRO 256G,Neuf,iPhone,"305 000

345 000

Économisez11.6%",Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f2c51429c1771f8e665cfa98f17c5a6/-/horizon-files-prod/ed/picture/qxj2rmqz/768326ff881d0036c42754311eb4f4b8ffa3fbd3.jpg
iPhone 14pro Esim,Neuf,iPhone,395 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a800c96cd41b2e64fd48eda688f47de/-/horizon-files-prod/ed/picture/qxjp90jq/f8163da0a8bf64ac7000b4b7876ef163f7492020.jpg
Pixel fold 9 pro,Neuf,Autres,850 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4dc633dd0dae268b01b079bcd5904c5d/-/horizon-files-prod/ed/picture/q44nwzjr/a3df641e7f601c0dafb5ef313e854a1ddd70d628.jpg
Iphone 16 pro max 256gb Esim,Neuf,Autres,750 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71f0c863ff5d7f4c6d3d5e2f29ed1334/-/horizon-files-prod/ed/picture/qwep0vmp/1b76799ededeede1170207e11c87e757f512241a.jpg
iPhone 16 simple esim,Neuf,Autres,530 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3e9c789c116f0fcb9664c6b46b09f0d6/-/horizon-files-prod/ed/picture/q9mjxe08/0f110f773e27c40949a5117dedd2190486465c04.jpg
iPhone 16 plus,Neuf,Autres,630 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d1093ff2a71cbdcf8b1408cdb3abef3f/-/horizon-files-prod/ed/picture/q0g7vepg/0a57458b10a37922a570271f945660330794edda.jpg
Fold 5 512gb,Neuf,Samsung,"559 000

569 000

Économisez1.8%",Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6cde99227db54cf9cbba5c285afc3066/-/horizon-files-prod/ed/picture/q56dqj8n/8445225f98af6328f69687d80b91d15dfc4afe4f.jpg
Samsung galaxie A25 256gb 8gb Ram,Neuf,Samsung,124 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/588b177b7d4b05da329f4968342ca860/-/horizon-files-prod/ed/picture/qq42x05k/75ade601a3417c892a276797d1b9922c99dc54a3.jpg
iPhone 14 simple 128Gb et 256Gb scelle,Neuf,iPhone,400 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ea7cf75e7892b5de7e4af57c95af9b6/-/horizon-files-prod/ed/picture/qxjp9r88/63466ba80f8307b4f4bb14a206d5b640531d3314.jpg
Xioami 14T pro 512Gb,Neuf,Xiaomi,450 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/faa0679805b5bd83feff627caa626b41/-/horizon-files-prod/ed/picture/qm5gd5q6/301013a06d11b1e007a366f083dc27505a6b688b.jpg
Google pixel 9pro,Neuf,Google,680 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac3d5d1bdb6e8e1e005f2dfece303832/-/horizon-files-prod/ed/picture/qv4wv8e8/1f9a4b6ac37c995d3fd6bbfcfe1f6d443fa7dd1a.jpg
Samsung galaxy A55 neuf 256go ram 8go 5g,Neuf,Samsung,225 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01edd82875881aca771784f8249608c2/-/horizon-files-prod/ed/picture/qm5gqwzm/5d6e5de8d02c7afd50aa0a43a3ba1aafbdffaca9.jpg
Xiaomi redmi note 13 256go ram 8go,Neuf,Xiaomi,115 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d53c0b0c549f5cb8015a970de058e7ae/-/horizon-files-prod/ed/picture/qpdmnwx4/f847f5b22940f748fc8bb224c9b1627ab5dc75c9.jpg
Redmi 13c dual sim 256go ram 8go,Neuf,Xiaomi,75 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6433b3a4fa5dcb5d149e420afb5d1d42/-/horizon-files-prod/ed/picture/q8v4n89z/be77f0910efc8deadfdbe39edbfbe7b678f71818.jpg
Redmi note pro + neuf 256go ram 12go,Neuf,Xiaomi,185 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/070f846b956b916f61482178ea867e7a/-/horizon-files-prod/ed/picture/q9mjwzrp/5a9d2a100bda40fa7319f396702383466b7453d7.jpg
13 simple 128go scellé,Neuf,iPhone,300 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/254d5c12da542fea811a1b070a893a21/-/horizon-files-prod/ed/picture/q9mjxvz8/a82e84fe72ccebc0a59216ba8991e863f0633721.jpg
Samsung Galaxy Tab S10 ultra 5G,Neuf,Samsung,750 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af817f1ec2f0f7274be9bc467088f6ad/-/horizon-files-prod/ed/picture/qwep0600/4aa89a9afdb2558f136d0b2f8047d1c59c1a7e8e.jpg
Samsung Galaxy S24 ultra,Neuf,Samsung,600 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28ed89d4cefd1766c40fc89531238a05/-/horizon-files-prod/ed/picture/qngp8q8k/126b92453cba71c58af7f1f04194dc77b1df3ff6.jpg
Redmi A3x 128Go,Neuf,Xiaomi,67 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e734d7b7e28a94634e7c6566443d3c0a/-/horizon-files-prod/ed/picture/qde7mgdm/aac69a2bd79e33eb26f23eabc216f312b5a0d648.jpg
iPhone 16pro Max sim physique,Neuf,iPhone,880 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e9a66514b5e71b3efd2a841e964a04f/-/horizon-files-prod/ed/picture/q9mjxvjw/59a189e9c1c96d4796951da1283dac56b427a62e.jpg
Huawei Mate X3,Neuf,Huawei,950 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac287e7daa0d405395a6df60c93ea8af/-/horizon-files-prod/ed/picture/qwep29p0/198387bc8cf54a58bb88c3e5bd4f9cdf513f13d0.jpg
Google pixel 9pro Fold,Neuf,Google,1 100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d22d2d2104fc1f05c4fc40dabce9b6b1/-/horizon-files-prod/ed/picture/qxjpq8j2/165066cb01624e14816aa130f245dfd084a97992.jpg
Samsung Galaxy S24 ultra,Neuf,Samsung,600 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/338e503cd9e7da3018d7747178ae15e2/-/horizon-files-prod/ed/picture/qwepnvqm/1019b30edc203c9de934c422a0bda53989b25b59.png
Samsung Galaxy Tab S10 ultra 5G,Neuf,Samsung,750 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4cb87bc43ada2d83a4943520aa0ffe35/-/horizon-files-prod/ed/picture/qv4wz6rm/68b3b3b17dcec5ed29559b6864db9840b3ae0400.jpg
Samsung Galaxy Fold 6,Neuf,Samsung,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e9e153258636292ae84f915fdb60332/-/horizon-files-prod/ed/picture/qgqw0n0k/a9d16d1fd8006a7713dd8a992aa8ae928cfd9efb.jpg
Samsung Galaxy a55 256go ram 8go 5g,Neuf,Samsung,220 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2948fc40737f92853a5fae46b7f32ac/-/horizon-files-prod/ed/picture/q44n6kk5/8515892c8178e4f695debe1bf727dad6e3f0b6ed.jpg
Vente iPhone 16pro Max ESim 256G desert titanium,Neuf,iPhone,780 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23722d217c087a09f76622581b574b08/-/horizon-files-prod/ed/picture/qj4q9gpe/bed3a79adb78c165f8f18278e6b0c7ce1a0f89fd.jpg
IPAD PRO 11 POUCES 128 GB,Neuf,iPad,689 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8080476b39ab6df7b134b6a0f2d8c16c/-/horizon-files-prod/ed/picture/q6xd8wq6/d3e20178a152efe0dd97d6960ddcc2a740b0429d.jpg
IPhone 15 promax,Neuf,iPhone,599 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57dd3596fc99934c9217a528af6d9c29/-/horizon-files-prod/ed/picture/qngp8vpe/2bdd3b701298f9ad927cbc6377f6e824ee49dfd5.jpg
Xiaomi redmi 13C 256go ram 8go,Neuf,Xiaomi,89 900,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f74adae6729e2eccad6e42c2295d2b25/-/horizon-files-prod/ed/picture/q785nmw5/76617578c4eaf199bd0b2491ef5b4fccefa7acce.jpg
Xiaomi redmi note 13pro 256go ram 8go,Neuf,Xiaomi,155 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd2dfccbcedaa4a09951765cd8128467/-/horizon-files-prod/ed/picture/qq47pv26/600ff09429d0c2c1a17586188e82616b5b8e5087.jpg
Huawei Mate X6,Neuf,Huawei,1 300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afe18128a7a19f5eb800f803d4ccc1d1/-/horizon-files-prod/ed/picture/q6xd8w74/5228e08352e4a08423966821c3a14e4329851a57.jpg
Huawei Mate XT,Neuf,Huawei,3 200 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8fd3bbbb26f086ab5df2dcdcfd739037/-/horizon-files-prod/ed/picture/qenvzzg6/23663bfd558401956f75b91fea8a72898ce7c4fc.jpg
IPhone 16 simple scellé,Neuf,iPhone,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8d8e96b5c3134c32b0eb99eb42c51cf/-/horizon-files-prod/ed/picture/q9mjxx28/d1f9741f3c05363a4838fc371d0763c36ef8ff56.jpg
SAMSUNG FOLD 5 512GO,Neuf,Samsung,500 000,Golf Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6eaa965110731c0cc3bf413eed6459d0/-/horizon-files-prod/ed/picture/qzvpwqwk/7a5b70b5a4410d75cc3d4350a981be20d37e0115.jpg
Huawei Mate X6,Neuf,Huawei,1 500 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f0ceddac3d6f72b05b73b9137322731/-/horizon-files-prod/ed/picture/qj4qd6k8/9dff5772eb6cea42edcabfcb2b88f81088b9bc3b.jpg
Huawei Mate XT Ultimate,Neuf,Huawei,3 000 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39dd3689b3b01e74994ee2209b2539f1/-/horizon-files-prod/ed/picture/qkr8ppen/78840888d161d4b7495ebe6d4e1d5fe1e28a93e5.jpg
Samsung A35  5G 128GB,Neuf,Samsung,190 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d19f1e993ff62510ce59e0d57312d2cc/-/horizon-files-prod/ed/picture/qkr8nd0j/2b398b67dc0fb3685fe51624b010de8bd0c55d3e.jpg
TECNO SPARK 30 C (128+8),Neuf,Tecno,66 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffa8b0ba1cba8a2d9b2e935525f69c64/-/horizon-files-prod/ed/picture/qgqw7kde/c86feaecbd2131ff8fbfc00b5b106717de591d10.jpg
Tecno Pop8 64 GO +4 GO de RAM,Neuf,Tecno,47 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a9c5477bbf42c083c74fd8264cad9f7/-/horizon-files-prod/ed/picture/q44nw262/8f36a9a0d266e6bedb6bc4463a64044bf6888827.jpg
15 Plus 128 Gb,Neuf,iPhone,480 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21d437854ad0d7812c814a40ff2ff63f/-/horizon-files-prod/ed/picture/q8v4r2p0/f502d486c8e5f064a4242765842b5f956d2663ba.jpg
Samsung Galaxy Watch ultra,Neuf,Samsung,350 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8281d3eddb7b6cb885090a70b1bfb951/-/horizon-files-prod/ed/picture/q6xd878v/f1b361c97e6bcbf1fe24d47cb1a9697b17f4fbe5.jpg
Tecno Camon 30s – 128 Go – RAM 6+6Go – Avec IA intégré.,Neuf,Tecno,120 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4947d8ccdbce2c90ee4533dadf99cb98/-/horizon-files-prod/ed/picture/q78w0q78/d40f3a7fe48bbe7a7b46ee546f025634d88be7e1.jpg
Samsung Galaxy a55 128go ram 8go 5g,Neuf,Samsung,200 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0332299cfb534c281c4741daeea3458f/-/horizon-files-prod/ed/picture/qngpj66g/e9113368ec0c2a3efc3d303eb9c713b4484421c0.jpg
Honor Magic V3 512giga Ram12 + 12 Snapdragon8,Neuf,Honor,975 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36de89c8e411a2e3f7d1bd0a06790a48/-/horizon-files-prod/ed/picture/qj4q97zr/735d612e7def3a692eb1c9f44d53e89760d954b7.jpg
iPhone 16 pro 1tera blanc scellé,Neuf,iPhone,980 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/045ff1ba0d4d04ac8ad85199d21a1f3a/-/horizon-files-prod/ed/picture/qngp8zvz/a4b00db55aebfa3529c5d90b613df59f9c3ed83f.jpg
Iphone 16 Pro max sceller,Neuf,iPhone,830 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c23ca1c81d87393b849d54dffd68482f/-/horizon-files-prod/ed/picture/q9mjxd6w/a5d3c8a84ca2c01b00e70f5cee71ccebe4d52fdc.jpg
iPhone 16 pro max,Neuf,iPhone,850 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e6d4ce3bc67c0b1bd0d76c2661f50cc/-/horizon-files-prod/ed/picture/q0g7d746/3f2c953b08d21edeaf04e191b7f70f33f0b4fb17.jpg
IPhone 13 128GB scellé,Neuf,iPhone,310 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7cf6fd074bfc360c046a07821db7b554/-/horizon-files-prod/ed/picture/q2j09dnj/e3a2a7a603e72299660962c8e2f6912865b0f2d9.jpg
16 plus 256 Go,Neuf,iPhone,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94057a45d3df7042e2c7a3c421bc4864/-/horizon-files-prod/ed/picture/qrz8m00x/098a447263acfe4c7f77d43543b30f00472ebf17.jpg
IPHONE 13 SIMPLE,Neuf,iPhone,250 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a647ff210b8354fed906be2bd85fcdb4/-/horizon-files-prod/ed/picture/q6xkezpp/8f32aeb131fa610b7ce553378863049fbfd4437e.jpg
16Pro Max 256Go échange possible,Neuf,iPhone,850 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e08e0cb497b7a8d5ea21dca5514189ea/-/horizon-files-prod/ed/picture/qkr8n29p/d4feb8b7a9001c42e56787becd997cf510b4f5c5.jpg
Vente Samsung Galaxy S8 Ultra,Neuf,Samsung,375 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eed4af954d8b59d59e079ecb321c7b19/-/horizon-files-prod/ed/picture/qm5gqpk9/f08ad9cb5b2532f52cdc0bb4092f89efe3e8fc07.jpg
Google pixel 9pro Xl,Neuf,Google,750 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6f791ea95cedeb6235866c0f0ea5850/-/horizon-files-prod/ed/picture/q6xd8zr7/a136be1085c0c1e2a4ea9f5bcf251e22af7c9d95.jpg
Google pixel 9 128Go,Neuf,Google,500 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0f26b413929982c3f07fee090479afad/-/horizon-files-prod/ed/picture/qgqw7zpk/4d074a834bb45949bdd4af6439e95caa8ec8c4f6.jpg
Tecno Spark 20 - 256Go Ram 16 Go,Neuf,Tecno,86 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d7385988432eedc9be08ce2b37d9d5b/-/horizon-files-prod/ed/picture/qxj2epkz/372942078e58e82450b30039bce7388e2aa45d0c.jpg
Galaxy S22 ultra 256 8,Neuf,Samsung,350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c561a404d858e294883b027d6f37296b/-/horizon-files-prod/ed/picture/q9mjxwm8/4592a1f906f31415b4092cbadcca7dc020ffd219.jpg
Galaxy S22 plus 256 8,Neuf,Samsung,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3691eadf3789906fe3c4800415975060/-/horizon-files-prod/ed/picture/q2j02x8k/59aa963a5b5aacee0cf59ce3da87ec08625af751.jpg
16 simple 128G,Neuf,iPhone,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6cf89b7421f173a00424298627d1327b/-/horizon-files-prod/ed/picture/q44nwpvv/06bd009d03d43a362e8e71f3305092d8e7fe4c4e.jpg
Tecno pop 9 64go ram 6go 4g 13megapixel,Neuf,Tecno,55 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de586a6806d387ab4e9899fc92057ec/-/horizon-files-prod/ed/picture/qrz8rqm8/504637b3c8f76bc31fb2840e6e933d156f798d29.jpg
Samsung galaxy A05 neuf 128go,Neuf,Samsung,65 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17bb03dd95124331282c71a313c3fc57/-/horizon-files-prod/ed/picture/qzvdgg7x/3ca0018271bcdf5a5d200dd0cf220cd15ba6677b.jpg
Xr 128go scellé,Neuf,iPhone,180 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72abd327afbb1beadb2c41efb7ce5e0f/-/horizon-files-prod/ed/picture/q78w5qk8/f9e9380b808a03646e34e64e848eb3a6e783de66.jpg
iPhone 11 Pro Max 256G scellé,Neuf,iPhone,275 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f60d6e81de6fa1db82c2acb9122b30f/-/horizon-files-prod/ed/picture/qpdmrjvx/bee213fa252a3898ee78560ab2bdf55587613270.jpg
iPhone 13 simple,Neuf,iPhone,290 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c1fae1f40e69a57f71b197bfe7bca50/-/horizon-files-prod/ed/picture/q78w40nj/1830e5839a1fdb32e9090f4b4cd0907e4b83c763.jpg
Iphone 16Plus 256Go scelle sim physique,Neuf,iPhone,680 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59caa6331bfb0ea57b8e27e48d046543/-/horizon-files-prod/ed/picture/q0g7v9m8/1276fbf6da48051c39b24d1e8c665f1544af4150.jpg
Huawei p3 pro 128go ram8,Neuf,Huawei,124 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c8e75f2ec184844e341d728bb35b18b/-/horizon-files-prod/ed/picture/qm5gqjzw/1e22cd37e8b6c73ff2d8eb8e852255bcc9143c4b.jpg
16 pro max,Neuf,iPhone,860 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df659d2bfd814e6c1f0a67c53984decd/-/horizon-files-prod/ed/picture/qpdmrjj0/62226381c35a5f94820eec8a1f5b5d64d14d3d02.jpg
15 simple,Neuf,iPhone,410 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/973d443188ffc2e68318c06db77ff26a/-/horizon-files-prod/ed/picture/qj4q9xx6/7377eae6633743639e8d49499c0beb7c01905e4a.jpg
Samsung galaxie fold 3/256,Neuf,Samsung,285 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/011f2288a365b3924a0a2a90abcbad02/-/horizon-files-prod/ed/picture/qv4wkez5/379a77edaa8897c19b5c219cf38e086461f1fea8.jpg
Oppo Reno10pro 512giga,Neuf,Oppo,200 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fefad341996b9a773f9dcc610ea19909/-/horizon-files-prod/ed/picture/qv4wvdex/42563ee9173dd6f4a38c854d8554f5a944468a55.jpg
Oppo reno 11pro 512giga,Neuf,Oppo,200 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43a765fbcf1a782182048ba35e649cec/-/horizon-files-prod/ed/picture/qwep0r20/9b934cd7745c51b0c4a01b19e00c3e2b464779b4.jpg
GALAXY SAMSUNG A16 256GB RAM8,Neuf,Samsung,135 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b3c1ff68dc61952ff102bd00d5d571e/-/horizon-files-prod/ed/picture/q2j098ek/409788ac2f54cf63fe0568fb6b65f490bec847a5.jpg
14 pro max 256Go scellé,Neuf,iPhone,600 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7894ccdca20d87bd02b9e85195bc24c/-/horizon-files-prod/ed/picture/qj4q7v48/30f6626773de3930944f32aaa4e88d6e493ba3d8.jpg
